stage_id,stage_order,date,commit_sha,commit_message,milestone_name,project_phase,model,model_family,satellite,orbit_type,dataset,training_samples,test_samples,forecast_horizon,input_features,physics_features,physics_mode,orbital_state_source,key_hyperparameters,w_x,w_y,w_z,w_clock,w_avg,p_x,p_y,p_z,p_clock,p_avg,h0_x,h0_y,h0_z,h0_clock,aggregate_residual_mean,aggregate_residual_std,qq_outliers,qq_max_discrepancy,mae,rmse,three_d_mae,three_d_rmse,clock_mae,clock_rmse,sisre,official_selection_priority,selection_status,selected_model,problem_addressed,change_introduced,result,performance_change,limitation,next_step,evidence_source,evidence_commit,confidence,notes
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,gaussian_process,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.790883,NA,NA,NA,NA,0.027346,NA,NA,NA,NA,NA,NA,NA,NA,0.234461,NA,0.234461,NA,0.028835,NA,0.123018,Early Calibration Policy (3D Orbit Error MAE),WINNER,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,geo_moe,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.827212,NA,NA,NA,NA,0.043117,NA,NA,NA,NA,NA,NA,NA,NA,0.281238,NA,0.281238,NA,0.037829,NA,0.158608,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,bilstm_gru,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.815925,NA,NA,NA,NA,0.011383,NA,NA,NA,NA,NA,NA,NA,NA,0.274470,NA,0.274470,NA,0.028942,NA,0.103824,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,transformer,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.808356,NA,NA,NA,NA,0.006065,NA,NA,NA,NA,NA,NA,NA,NA,0.281776,NA,0.281776,NA,0.035296,NA,0.110885,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,decoupled_clock,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.825357,NA,NA,NA,NA,0.040612,NA,NA,NA,NA,NA,NA,NA,NA,0.273857,NA,0.273857,NA,0.028526,NA,0.134009,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-10,10,2026-09-04 08:59:10,012dd2e6688d0724356e537d9abf60ecad647eb2,Implement satellite-specific forecasting backend and router,Satellite-Specific Registry & Router Inception,Satellite-Specific Model Selection & Registry,nhits,Various (Modular src/forecasting),MEO-2,MEO,data/DATA_MEO2_Train.csv,244,30,Day 8 out-of-sample,"Temporal features, lag windows",RIC conversion post-prediction,nominal,nominal_approximation,evaluated_in_CalibrationPipeline,NA,NA,NA,NA,0.816480,NA,NA,NA,NA,0.004804,NA,NA,NA,NA,NA,NA,NA,NA,0.365970,NA,0.365970,NA,0.032014,NA,0.198905,Early Calibration Policy (3D Orbit Error MAE),Evaluated,gaussian_process,Global models cannot optimize differing orbital dynamics; single winner across all satellites was suboptimal.,"Built src/forecasting/ with SatelliteModelRegistry, CalibrationPipeline, PredictionRouter, and fail-closed safety.","Supported per-satellite model winners; under initial 3D MAE policy, Gaussian Process was selected for all 3 satellites.","comparable; achieved lowest 3D MAE (GEO 16.43m, MEO-1 0.31m, MEO-2 0.23m)",Initial calibration used 3D MAE rather than official Shapiro-Wilk competition hierarchy.,Align calibration selection strictly with official 3-tier Shapiro-Wilk competition hierarchy.,"reports/calibration/official_day8_calibration/satellite_model_comparison.csv, models/registry/satellite_model_registry.json",012dd2e6688d0724356e537d9abf60ecad647eb2,high,Architectural shift from global model to satellite-specific winning models.
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,nhits,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.963693,0.949629,0.965097,0.679018,0.889359,0.042544,0.007481,0.050895,0.000000,0.025230,1,1,0,1,1.251338,16.773887,10,NA,23.527192,NA,23.527192,NA,7.760076,NA,14.724844,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",WINNER (Selected),nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",nhits achieved W_avg=0.889359 (Rank 1 for GEO). WON for GEO.,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,harmonic_ridge,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.877939,0.825809,0.905244,0.600618,0.802403,0.000007,0.000000,0.000071,0.000000,0.000019,1,1,1,1,1.332596,15.070043,10,NA,16.912940,NA,16.912940,NA,6.961440,NA,11.191852,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 2,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",harmonic_ridge achieved W_avg=0.802403 (Rank 2 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,geo_moe,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.875825,0.823583,0.904466,0.604004,0.801970,0.000006,0.000000,0.000066,0.000000,0.000018,1,1,1,1,1.059334,15.058376,10,NA,16.919416,NA,16.919416,NA,7.110948,NA,11.274923,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 3,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",geo_moe achieved W_avg=0.801970 (Rank 3 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,decoupled_clock,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.877939,0.825809,0.905244,0.562601,0.792898,0.000007,0.000000,0.000071,0.000000,0.000019,1,1,1,1,1.152529,15.043954,10,NA,16.912940,NA,16.912940,NA,6.094667,NA,10.949820,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 4,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",decoupled_clock achieved W_avg=0.792898 (Rank 4 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,bilstm_gru,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.874648,0.824195,0.891883,0.559680,0.787601,0.000005,0.000000,0.000021,0.000000,0.000007,1,1,1,1,0.955872,15.029763,11,NA,16.705643,NA,16.705643,NA,6.061724,NA,10.924511,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 5,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",bilstm_gru achieved W_avg=0.787601 (Rank 5 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,transformer,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.872657,0.824337,0.888391,0.557838,0.785806,0.000004,0.000000,0.000016,0.000000,0.000005,1,1,1,1,0.979048,15.020488,12,NA,16.552755,NA,16.552755,NA,6.157845,NA,11.168207,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 6,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",transformer achieved W_avg=0.785806 (Rank 6 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,gaussian_process,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.869564,0.821160,0.889367,0.555637,0.783932,0.000003,0.000000,0.000017,0.000000,0.000005,1,1,1,1,0.923742,15.020506,12,NA,16.432361,NA,16.432361,NA,5.998571,NA,10.926093,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 7,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",gaussian_process achieved W_avg=0.783932 (Rank 7 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,persistence,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.869560,0.821159,0.889353,0.555632,0.783926,0.000003,0.000000,0.000017,0.000000,0.000005,1,1,1,1,1.041501,15.020495,12,NA,16.926754,NA,16.926754,NA,5.987715,NA,10.955452,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 8,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",persistence achieved W_avg=0.783926 (Rank 8 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,random_forest,Registered Forecasting Stack,GEO,GEO,data/DATA_GEO_Train.csv,142,69,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.873074,0.824101,0.876701,0.555998,0.782469,0.000004,0.000000,0.000006,0.000000,0.000003,1,1,1,1,1.371284,15.122237,13,NA,17.279472,NA,17.279472,NA,6.167691,NA,11.397027,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 9,nhits,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",random_forest achieved W_avg=0.782469 (Rank 9 for GEO). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,geo_moe,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.932691,0.938669,0.879222,0.920191,0.917693,0.601037,0.648495,0.265504,0.506741,0.505444,0,0,0,0,0.312409,0.296585,0,NA,0.965317,NA,0.965317,NA,0.144209,NA,0.356404,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",WINNER (Selected),geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",geo_moe achieved W_avg=0.917693 (Rank 1 for MEO-1). WON for MEO-1.,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,harmonic_ridge,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.939626,0.928858,0.879314,0.915982,0.915945,0.656189,0.571309,0.265920,0.476906,0.492581,0,0,0,0,0.337223,0.279778,0,NA,0.883769,NA,0.883769,NA,0.165801,NA,0.301074,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 2,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",harmonic_ridge achieved W_avg=0.915945 (Rank 2 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,decoupled_clock,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.939626,0.928858,0.879314,0.859692,0.901872,0.656189,0.571309,0.265920,0.188112,0.420383,0,0,0,0,0.359260,0.418570,0,NA,0.883769,NA,0.883769,NA,0.466967,NA,0.555129,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 3,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",decoupled_clock achieved W_avg=0.901872 (Rank 3 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
STAGE-11,11,2026-09-04 09:18:48,0596e66f5a1cb12f279d5c3d816ef01bb8d51504,New algorithms training,Official Competition Hierarchy Calibration,Official Competition Hierarchy Model Selection,nhits,Registered Forecasting Stack,MEO-1,MEO,data/DATA_MEO_Train.csv,90,11,Day 8 out-of-sample,"Standardized causal features, lag windows, harmonic basis",None (Post-forecast RIC diagnostics),none,none,evaluated_in_CalibrationPipeline; alpha=0.05,0.975399,0.905739,0.803282,0.896315,0.895184,0.926535,0.408960,0.062896,0.352608,0.437750,0,0,0,0,0.357481,0.391171,0,NA,1.131667,NA,1.131667,NA,0.193734,NA,0.532447,"Priority 1 (Shapiro-Wilk W_avg, 25% equal weight, alpha=0.05)",Rank 4,geo_moe,Enforce judge-mandated 3-tier hierarchy: Priority 1 Shapiro W -> Priority 2 Mean/Std -> Priority 3 Q-Q Outliers.,"Added evaluate_residuals_official_hierarchy(), compare_models_hierarchical(), N-HiTS, and DecoupledClock models.",nhits achieved W_avg=0.895184 (Rank 4 for MEO-1). ,"comparable; official competition hierarchy drove selections (N-HiTS won GEO, MoE won MEO-1, RF won MEO-2)",Physics features were computed only post-prediction and not utilized as model inputs.,Incorporate genuine orbital physics and solar geometry into model feature inputs.,"reports/calibration/official_competition_run/model_comparison.csv, detailed_statistical_results.csv",0596e66f5a1cb12f279d5c3d816ef01bb8d51504,high,"All 27 candidate model runs recorded with exact per-target W, p, H0, mean, std, outliers, and SISRE."
